Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Khác	TƯỜNG VI HOMESTAY-SÓC SƠN	20 khách · 2 Phòng ngủ · 2 phòng tắm	3,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	2	
Căn hộ Studio	Book Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	11	
Nhà riêng	Romance Homestay Hanoi	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Long Biên, Hà Nội, Vietnam	1	
Nhà riêng	Khai's Homestay	2 khách · 2 Phòng ngủ · 5 phòng tắm	380,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ Studio	SUN D.A SERVICED APARTMENTS	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Căn hộ chung cư · Imperia Garden	VISTAY01#Căn hộ cao cấp 2 phòng ngủ tại chung cư IMPERIA GARDEN với thiết kế trang nhã và hiện đại	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,415,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	4	
Căn hộ chung cư	★GP HOUSE★ - 50m2 Modern Apartment with Street view and Elevator	3 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Đình, Hà Nội, Vietnam	11	
Căn hộ chung cư · Chung cư Mipec Riverside	Maiis Station - 10 min from the Center	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,143,955₫/đêm	Long Biên, Hà Nội, Vietnam	1	
Căn hộ chung cư	YourHome	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Ba Đình, Hà Nội, Vietnam	13	
Căn hộ chung cư · Imperia Garden	VISTAY5#Căn hộ 2 phòng ngủ rất ấm cúng, phù hợp với gia đình trẻ và có trẻ em	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,360,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	2	
Căn hộ chung cư · Chung cư Gelexia Riverside	#Luxury Apartment 5** 3BR #Artemis Sky view Hanoi	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,668,268₫/đêm	Thanh Xuân, Hà Nội, Vietnam	1	
Căn hộ chung cư	Royal St Hanoi Apartment	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,350,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Khác	Ancient Lane - Family Room with Balcony	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,550,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư Mipec Riverside	Sol#5 LakeView/City Center LUXURIOUS condo-Big Group POOL	12 khách · 3 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Long Biên, Hà Nội, Vietnam	3	
Căn hộ Studio · Chung cư Vinhomes D' Capitale‎ Trần Duy Hưng	Vinhomes D’Capitale Trần Duy Hưng, View KeangNam, 1PN Vị trí Kim Cương Hà Nội	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Căn hộ Studio	Aspen Studio Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,292,900₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	8	
Căn hộ chung cư	TranSuites 501 serviced studio include basic laundry	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ Studio	KorHan Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư FLC Star Tower	Sunny Home 2BR + FREE ticket to Resort ParkCity Hà Đông	6 khách · 2 Phòng ngủ · 2 phòng tắm	720,000₫/đêm	Hà Đông, Hà Nội, Vietnam	2	
Khác	Phòng Gốm - Vie De Maison	2 khách · 1 Phòng ngủ · 1 phòng tắm	330,000₫/đêm	Ba Đình, Hà Nội, Vietnam	2	
Căn hộ Studio	Tropical Nordic house in Hanoi Old quarter - Room 301 (tầng 3)	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	9	
Biệt Thự	Hanoi Countryside Homestay	15 khách · 3 Phòng ngủ · 2 phòng tắm	2,885,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	4	
Căn hộ Studio	BHome Apartment 301	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm 800,000₫	Ba Đình, Hà Nội, Vietnam	3	
Căn hộ Studio	Lovely Designed Home near St. Joseph's Cathedral - Holo Fairy House Hanoi	2 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ chung cư	Spacious Apartment for groups with breakfast	9 khách · 4 Phòng ngủ · 3 phòng tắm	2,912,000₫/đêm	Đống Đa, Hà Nội, Vietnam	10	
Biệt Thự	Big Homie - Villa Sóc Sơn	20 khách · 3 Phòng ngủ · 2 phòng tắm	4,100,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	3	
Nhà riêng	Hanoi Friendly House - Full House for Rent	10 khách · 5 Phòng ngủ · 6 phòng tắm	3,098,212₫/đêm	Tây Hồ, Hà Nội, Vietnam	1	
Căn hộ chung cư · Imperia Garden	#Imperia Garden Apartment 3BR#Garden View	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,400,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	1	
Nhà riêng	PHÒNG RIÊNG CÓ 3 GIƯỜNG LỚN, VÔ CÙNG RỘNG, DIỆN TÍCH 55M2, GẦN GA HÀ NỘI, CAFE ĐƯỜNG TÀU, NHIỀU CỬA SỔ, ĐẦY ĐỦ TIỆN NGHI,	6 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
Căn hộ chung cư	MILKY WAY APARTMENT - 2BDRS - City View near Keangam Tower	4 khách · 2 Phòng ngủ · 2 phòng tắm	950,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Nhà riêng	Êm Ấm homestay 101 - Phòng tầng trệt yên tĩnh	3 khách · 1 Phòng ngủ · 1 phòng tắm	370,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	2	
Nhà riêng	Căn hộ phố cổ phong cách hiện đại, ấm cúng gần lăng bác, phố cổ - Lý Nam Đế #4	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis M1 - Căn hộ 1PN thoáng mát, đầy đủ tiện ích dịch vụ - Đối diện toà nhà LOTTE	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,400,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis 2 bedroom M2-43	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	Ney's Luxury 2BR Apartment @Vinhomes Metropolis M1	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,144,916₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	⭐The Cranes' Home - Neoclassical Luxury Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	699,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	❤️The Cranes' Home - Indochine Double Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	599,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
Nhà riêng	[VILLA De Teu™] Phạm Ngũ Lão	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,072,458₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư	Michelle's 1-Chic & spacious flat in central Hanoi	2 khách · 1 Phòng ngủ · 1 phòng tắm	945,000₫/đêm 1,050,000₫	Hai Bà Trưng, Hà Nội, Vietnam	2	
Khác	Momento Homestay - LA Room	4 khách · 1 Phòng ngủ · 1 phòng tắm	390,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	11	
Nhà riêng	Tropical Nordic house in Hanoi Old quarter – Room 401 (4th floor)	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	9	
Nhà riêng	TREVI'S INN - AMBER	2 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Căn hộ chung cư	⭐JAN Private Entire House ⭐ 300m to Hoan Kiem Lake	4 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Căn hộ chung cư	MARCH House No.5 * 2 Bedrooms * Park Hill Premium	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Nhà riêng	Anne's Apartment 3F & 4F - 1 min to Hoan Kiem lake	4 khách · 2 Phòng ngủ · 2 phòng tắm	924,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Nhà riêng	Hanoi Friendly House - Deluxe Room Twin.	2 khách · 1 Phòng ngủ · 1 phòng tắm	428,983₫/đêm	Tây Hồ, Hà Nội, Vietnam	1	
Nhà riêng	Tiny&Tom Home #401# A charming bedroom with balcony	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Ba Đình, Hà Nội, Vietnam	3	
Căn hộ dịch vụ	Beautiful Designer King Room Suite - HN 2371 (QN401)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư	Unique Railway-view Apartment in Hanoi Old Quarter	3 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	2	
Căn hộ Studio	BHome Apartment 401	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư	60sqm Tequila Room - 89s Hangover Apartment	5 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Khác	No.10 Homestay - 3BR @ Hanoi Railway Station	7 khách · 3 Phòng ngủ · 3 phòng tắm	1,360,000₫/đêm 1,700,000₫	Đống Đa, Hà Nội, Vietnam	1	
Khác	Embossi Garden - Lodge 2	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Vì, Hà Nội, Vietnam	4	
Căn hộ chung cư · Chung cư The Artemis	Artemis 5* apartment 2BR/city view/shopping center	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,000,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	2	
Nhà riêng	Airy2-Hàm Long - 5 phút ra hồ Hoàn Kiếm	2 khách · 1 Phòng ngủ · 1 phòng tắm	290,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	2	
Nhà riêng	Luna Heaven Apartment	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,386,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Nhà riêng	Super clean home near Old Quarter - no extra fee	3 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	10	
Căn hộ Studio	AimeeHomestay - 21PBC#6	4 khách · 1 Phòng ngủ · 1 phòng tắm	449,999₫/đêm 499,999₫	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư Kinh đô Building	D57 home auto 3 BR	8 khách · 3 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư MBLand Central Field	2BR apt in TrungKinh⚡ W/kitchen⚡Great for BUSINESS	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Cầu Giấy, Hà Nội, Vietnam	7	
Căn hộ Studio	BHome Apartment 702	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư MBLand Central Field	2BR/Trung Kinh CENTRAL POINT W/Park,wash,kitchen	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Cầu Giấy, Hà Nội, Vietnam	11	
Căn hộ chung cư	Lune Homestay	6 khách · 3 Phòng ngủ · 2 phòng tắm	1,709,400₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ chung cư · Chung cư MBLand Central Field	2BR 乂BEST VIEW ☁️☀️ Unique ☀️☁️ Center TRUNGKINH	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,600,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	9	
Căn hộ chung cư	GREEN ARTERMIS	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	Clean Room, Central Location in Hanoi	4 khách · 2 Phòng ngủ · 2 phòng tắm	548,145₫/đêm	Ba Đình, Hà Nội, Vietnam	3	
Căn hộ Studio	Polygon Art And Homestay - House	15 khách · 4 Phòng ngủ · 4 phòng tắm	5,880,000₫/đêm	Đông Anh, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Times City	Parkhill Timescity 1BR	2 khách · 1 Phòng ngủ · 1 phòng tắm	3,000,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Căn hộ Studio	Monstera House 7: The Temple of Literature 1 bed for 2	4 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Đống Đa, Hà Nội, Vietnam	2	
Nhà riêng	Classic Room in Chloe&Leo Boutique Homestay Trang Tien	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Biệt Thự	Reunion - The Chipmunk	15 khách · 2 Phòng ngủ · 2 phòng tắm	3,200,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	1	
Căn hộ chung cư	The 90's Hàng Bún	2 khách · 1 Phòng ngủ · 1 phòng tắm	880,000₫/đêm	Ba Đình, Hà Nội, Vietnam	13	
Khác	Ceeland - Sunny House 1	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	2	
Căn hộ Studio	BHome Apartment 602	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	S-Home Hoan Kiem Old Quarter Studio Apartement	3 khách · 1 Phòng ngủ · 1 phòng tắm	630,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	2	
Khác	Runaway - The Chipmunk	5 khách · 2 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	8	
Căn hộ Studio	Tropical Nordic house in Hanoi Old quarter - 201 (2nd floor)	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	4	
Căn hộ chung cư · Indochina Plaza Hanoi (IPH)	★Hotel quality Apt for a family w/ pool, kid area★	5 khách · 3 Phòng ngủ · 2 phòng tắm	1,406,112₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Căn hộ chung cư · Imperia Garden	Modern Apartment 3BR 5* #Imperia Hanoi Garden view	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,668,268₫/đêm	Thanh Xuân, Hà Nội, Vietnam	1	
Nhà riêng	Êm Ấm homestay - Vườn BBQ, sinh nhật, liên hoan nhóm và gia đình	6 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	3	
Căn hộ dịch vụ	Lane89 Homestay - Rum studio/Hanoi street train	4 khách · 1 Phòng ngủ · 1 phòng tắm	604,639₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Biệt Thự	Luxury 3BR+1 Resort Garden House w Pool@ Nadyne Gardens, ParkCity Hanoi	8 khách · 4 Phòng ngủ · 4 phòng tắm	1,600,000₫/đêm	Hà Đông, Hà Nội, Vietnam	13	
Căn hộ chung cư · Vinhomes Green Bay	CC Vinhomes Green bay	3 khách · 1 Phòng ngủ · 1 phòng tắm	480,000₫/đêm 800,000₫	Nam Từ Liêm, Hà Nội, Vietnam	1	
Nhà riêng	No.10 Homestay - 4BR	12 khách · 4 Phòng ngủ · 4 phòng tắm	1,800,000₫/đêm 2,250,000₫	Đống Đa, Hà Nội, Vietnam	12	
Căn hộ Studio	Momento - Rooftop Garden	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	12	
Nhà riêng	HIỂN VINH HOMESTAY 3	4 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Căn hộ Studio	Lacaito - The Funkie	4 khách · 1 Phòng ngủ · 1 phòng tắm	720,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư MBLand Central Field	LUXURIOUS/2BR⭐CentralPoint⭐Near VINCOM/KEANGNAM⭐	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Cầu Giấy, Hà Nội, Vietnam	3	
Căn hộ dịch vụ	★NINE HOUSING★Ba Dinh/Kim Ma/Lotte-902-1BR★	3 khách · 1 Phòng ngủ · 1 phòng tắm	675,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Esperanto Artistic studio #DT4	3 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis 1BR Apartment City View - Hi.Home#15	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,500,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Luna’s spectacular	5 khách · 2 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Times City	The March House 1	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,400,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	12	
Căn hộ dịch vụ · Vinhomes Green Bay	Vinhomes Green Bay - 3BR Luxury With Fabulous View	6 khách · 3 Phòng ngủ · 2 phòng tắm	1,700,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	1	
Căn hộ chung cư · D’. Le Roi Soleil Quảng An	Lake View, Luxuxy Apartment, Dessert, Cinema, Kickfit✫	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm 1,500,000₫	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	Early Moon house - Trăng chiều	5 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	4	
Nhà riêng	Olenji Homestay - Winter Room - Ngõ Tạm Thương	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	2	
Căn hộ Studio	Tea Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	475,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Nhà riêng	MICHI HOMESTAY 3 Phòng tropical 1 phòng ngủ	4 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Nhà riêng	Feuilles Homestay few mins to Hoan Kiem Lake	9 khách · 4 Phòng ngủ · 3 phòng tắm	1,800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	12	
Căn hộ dịch vụ	Nhà Mình Homestay - chuỗi homestay theo giờ có view hồ tây đẹp nhất	2 khách · 1 Phòng ngủ · 1 phòng tắm	530,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	Bonhomie- Hygge Apt 3BR 5mins to Hoan Kiem	6 khách · 3 Phòng ngủ · 1 phòng tắm	1,150,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Căn hộ chung cư · Vinhomes SkyLake	Modern Apartment in Vinhomes Skylake Hanoi	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	RUBY • TÔ NGỌC VÂN • 02	2 khách · 1 Phòng ngủ · 1 phòng tắm	693,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Khác	Ruahouse Hilltop – Nhà sàn	25 khách · 1 Phòng ngủ · 2 phòng tắm	3,600,000₫/đêm	Chương Mỹ, Hà Nội, Vietnam	4	
Nhà riêng	Êm Ấm homestay 401 - Phòng đôi thoáng, yên tĩnh, ánh sáng tự nhiên	3 khách · 1 Phòng ngủ · 1 phòng tắm	370,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	6	
Căn hộ Studio	Hanoi's Center Little Lily Flower Design - HoLo Fairy House Hanoi	3 khách · 1 Phòng ngủ · 1 phòng tắm	630,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Khác	Embossi Ba Vi - Lodge 7	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Biệt Thự	Blue Mountain Villa	24 khách · 5 Phòng ngủ · 6 phòng tắm	8,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	2	
Biệt Thự	The Moonlight - Nhà Kính	16 khách · 4 Phòng ngủ · 2 phòng tắm	4,500,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	12	
Nhà riêng	Căn hộ Ban Công đẹp, ấm cúng gần lăng bác, phố cổ - Lý Nam Đế #1	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ Studio	View Hồ Tây - Homestay Lux 02 : Ban Công, Bồn Tắm Nằm	3 khách · 1 Phòng ngủ · 1 phòng tắm	774,000₫/đêm 860,000₫	Tây Hồ, Hà Nội, Vietnam	5	
Căn hộ chung cư	Comfortable Apt in Peaceful Location	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Biệt Thự	BAVI Padme Home - Nguyên Khu	30 khách · 4 Phòng ngủ · 5 phòng tắm	4,550,000₫/đêm 6,500,000₫	Ba Vì, Hà Nội, Vietnam	1	
Nhà riêng	Indochine Vibe(Rung cảm phương Đông)/ Phòng Hanoian(Hà Nội miền ký ức)★Phố cổ★Vườn treo	4 khách · 1 Phòng ngủ · 1 phòng tắm	595,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Times City	Căn hộ 1 Phòng Ngủ tại Vinhomes Times City Hà Nội	3 khách · 1 Phòng ngủ · 1 phòng tắm	834,134₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Nhà riêng	Sunsight House 02	5 khách · 1 Phòng ngủ · 1 phòng tắm	5,000,000₫/đêm	Ba Đình, Hà Nội, Vietnam	11	
Căn hộ dịch vụ	Brand New Spacious Apt with City View	2 khách · 1 Phòng ngủ · 1 phòng tắm	548,145₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Căn hộ Studio	Trúc Bạch 502	2 khách · 1 Phòng ngủ · 1 phòng tắm	582,120₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư	CĂN HỘ 905 D2 GIẢNG VÕ - GIA BẢO HOMESTAY	5 khách · 3 Phòng ngủ · 2 phòng tắm	1,080,000₫/đêm 1,350,000₫	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	Trà Hoa Viên - Eco Villa	20 khách · 5 Phòng ngủ · 5 phòng tắm	6,500,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	3	
Nhà riêng	Tiny&Tom Home #301# A Comfort family room w. balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Nhà riêng	Tiny&Tom Home #402# A Hideaway bedroom	4 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Nhà riêng	Tiny&Tom Home#401-2#2 sunny&cozy rooms	5 khách · 2 Phòng ngủ · 1 phòng tắm	1,039,500₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Nhà riêng	Garden Room-BIZ HOUSE @Trang Tien walking street	2 khách · 1 Phòng ngủ · 1 phòng tắm	520,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Nhà riêng	Light Yellow Room - Polygon Art and Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,180,000₫/đêm	Đông Anh, Hà Nội, Vietnam	1	
Căn hộ Studio	Cozy Apartment || Full Kitchen || Quiet Place - HA 2754	2 khách · 1 Phòng ngủ · 1 phòng tắm	472,000₫/đêm 590,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Ha Noi Home 2 - Homestay view Hồ Tây, free xe đạp (3rd floor)	2 khách · 1 Phòng ngủ · 1 phòng tắm	520,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	14	
Biệt Thự	Hygge House with Spacious Garden - STONE HOUSE	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,600,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	1	
Biệt Thự	SaziHome* Căn phòng phong cách hiện đại gần Nhà Hát Lớn 401	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	11	
Căn hộ chung cư · The Golden Palm	Like Home Trung Hòa Nhân Chính	7 khách · 3 Phòng ngủ · 2 phòng tắm	850,000₫/đêm 1,000,000₫	Thanh Xuân, Hà Nội, Vietnam	2	
Căn hộ Studio	HanoiHomestay@Quyet #5 (Tam Coc Studio)	3 khách · 1 Phòng ngủ · 1 phòng tắm	333,654₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư Gelexia Riverside	Luxury apartment 3BR Artemis 5* Hanoi City View	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,668,268₫/đêm	Thanh Xuân, Hà Nội, Vietnam	11	
Khác	Ceeland - KHU VƯỜN LỚN	26 khách · 3 Phòng ngủ · 3 phòng tắm	5,300,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	2	
Nhà riêng	Căn hộ xanh mát, xinh xắn ngay cạnh hồ Trúc Bạch- The Autumn Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	769,500₫/đêm 810,000₫	Ba Đình, Hà Nội, Vietnam	2	
Căn hộ dịch vụ	View Hồ Tây - Eden WestLake - Trop02 Hoa Sen	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	1	
Căn hộ chung cư	Momento - Hoi An	2 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ Studio	PINKY HOUSE 3.3 -BeautifulStudio near HoangCauLake	3 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
